HGNC/MGI cnn_1 cnn_2 cnn_3 cnn_4 cnn_5 cnn_6 cnn_7 cnn_8 cnn_9 cnn_10 cnn_11 cnn_12 cnn_13 cnn_14 cnn_15 cnn_16 cnn_17 cnn_18 cnn_19 cnn_20 cnn_21 cnn_22 cnn_23 cnn_24 cnn_25 cnn_26 cnn_27 cnn_28 cnn_29 cnn_30 cnn_31 cnn_32 cnn_33 cnn_34 cnn_35 cnn_36 cnn_37 cnn_38 cnn_39 cnn_40 cnn_41 cnn_42 cnn_43 cnn_44 cnn_45 cnn_46 cnn_47 cnn_48 cnn_49 cnn_50 cnn_51 cnn_52 cnn_53 cnn_54 cnn_55 cnn_56 cnn_57 cnn_58 cnn_59 cnn_60 cnn_61 cnn_62 cnn_63 cnn_64 cnn_65 cnn_66 cnn_67 cnn_68 cnn_69 cnn_70 cnn_71 cnn_72 cnn_73 cnn_74 cnn_75 cnn_76 cnn_77 cnn_78 cnn_79 cnn_80 cnn_81 cnn_82 cnn_83 cnn_84 cnn_85 cnn_86 cnn_87 cnn_88 cnn_89 cnn_90 cnn_91 cnn_92 cnn_93 cnn_94 cnn_95 cnn_96 cnn_97 cnn_98 cnn_99 cnn_100 cnn_101 cnn_102 cnn_103 cnn_104 cnn_105 cnn_106 cnn_107 cnn_108 cnn_109 cnn_110 cnn_111 cnn_112 cnn_113 cnn_114 cnn_115 cnn_116 cnn_117 cnn_118 cnn_119 cnn_120 cnn_121 cnn_122 cnn_123 cnn_124 cnn_125 cnn_126 cnn_127 cnn_128 cnn_129 cnn_130 cnn_131 cnn_132 cnn_133 cnn_134 cnn_135 cnn_136 cnn_137 cnn_138 cnn_139 cnn_140 cnn_141 cnn_142 cnn_143 cnn_144 cnn_145 cnn_146 cnn_147 cnn_148 cnn_149 cnn_150 cnn_151 cnn_152 cnn_153 cnn_154 cnn_155 cnn_156 cnn_157 cnn_158 cnn_159 cnn_160 cnn_161 cnn_162 cnn_163 cnn_164 cnn_165 cnn_166 cnn_167 cnn_168 cnn_169 cnn_170 cnn_171 cnn_172 cnn_173 cnn_174 cnn_175 cnn_176 cnn_177 cnn_178 cnn_179 cnn_180 cnn_181 cnn_182 cnn_183 cnn_184 cnn_185 cnn_186 cnn_187 cnn_188 cnn_189 cnn_190 cnn_191 cnn_192 cnn_193 cnn_194 cnn_195 cnn_196 cnn_197 cnn_198 cnn_199 cnn_200 cnn_201 cnn_202 cnn_203 cnn_204 cnn_205 cnn_206 cnn_207 cnn_208 cnn_209 cnn_210 cnn_211 cnn_212 cnn_213 cnn_214 cnn_215 cnn_216
MAP3K7 0.5922 2.4928 1.258 1.5717 3.4701 -1.3224 -1.9462 -1.081 -0.8828 3.5009 0.9901 -0.8038 -0.1442 -0.3364 -1.5608 1.6313 2.6709 2.0058 -0.655 0.1566 -0.7293 -2.4504 -1.1297 -2.0871 2.0882 3.0803 1.217 -1.3509 -0.8923 -0.2042 1.6664 -2.1691 -0.4248 2.6882 2.7196 0.7751 -2.0588 -4.7365 -1.138 -2.8561 -1.277 0.7074 -3.4067 -1.7135 0.6619 1.1765 -0.7386 1.0468 1.9141 -1.2332 1.1474 -0.2452 1.0862 0.3141 -1.8302 -0.8092 -3.3381 -1.2651 0.0442 -1.135 -0.8604 0.1872 -0.4076 -0.319 -1.1344 -1.1861 1.6316 -0.7793 -1.1743 2.0096 -1.6264 -0.6184 0.0842 -1.9974 -1.0308 1.2945 2.2601 0.2827 0.9019 1.1644 0.027 -3.4723 -2.9749 -3.2093 -3.7177 -5.7618 -3.9485 -1.5292 -0.5832 -1.0079 -2.8189 -0.0025 -2.7187 -5.5201 -1.1665 -3.443 -4.0339 -1.709 -2.9157 -3.3893 -0.995 -2.5537 -2.0265 -2.5726 -6.856 -4.1016 -3.3811 -3.5064 0.5107 -1.1561 0.1764 0.5207 -3.8473 -1.8588 2.333 1.6228 0.3042 0.7049 -3.0131 -1.5071 -2.1023 -6.3555 -4.23 -0.1644 -4.2828 -1.0737 -0.8996 0.0088 1.0362 -1.2454 -4.1324 -4.4313 3.3453 1.5332 -1.4645 1.4361 2.774 -0.5848 0.9208 0.085 -3.5316 0.5405 -1.7307 -4.1357 -3.9375 1.0297 0.2819 -0.0742 -0.7064 0.7037 -1.7364 0.6101 -1.3145 -0.451 -0.0194 -1.5923 -0.2967 0.0313 -1.7305 -1.0144 1.1702 -3.0835 1.1996 -1.172 -0.7163 6.0031 4.5067 2.8472 5.0613 2.2581 1.6871 1.3266 -0.6659 -0.0065 0.8612 -2.0799 0.6974 1.6161 -1.9944 4.0154 1.5369 1.0575 1.4954 1.9854 3.6769 -1.7247 4.1136 4.0723 4.1115 -1.3876 -1.3931 -3.007 -2.4349 -5.746 -1.0908 0.5557 -1.295 0.4629 0.5884 -1.0176 -1.2174 -0.6341 -5.0021 -3.5744 -2.021 -4.9178 -4.0492 -0.2344 0.4677 0.6408 0.7816 -5.1303 -1.1961 -0.7008 -4.5045 -2.4999
MAPK1 1.2418 4.7571 4.0962 0.6691 3.0381 4.7391 -2.4732 -2.9402 4.5923 -2.2814 2.1175 4.2983 -1.4635 1.6869 3.2155 -1.2235 -2.3699 2.2949 -0.9673 0.5104 1.8169 -1.6822 2.7245 3.2064 0.7234 1.7366 1.9082 -1.4673 -3.3689 1.5445 -4.9709 -5.1617 1.364 -4.6365 -5.1407 0.7255 1.2719 -0.4727 -0.7717 -2.8051 -6.3202 -3.9373 -4.577 -4.1537 -0.8911 -1.0923 -0.1988 -1.3631 -4.3802 -4.7749 -3.7712 -2.2531 -2.6802 1.3215 0.3468 0.4816 1.5833 0.8803 0.0636 0.0951 2.0889 0.175 -3.186 -0.1645 0.1248 -2.6281 -0.5797 -0.1709 -1.3972 -0.4825 -2.3717 -8.1313 -0.9507 -0.7352 -0.8472 -3.9617 -5.0019 -2.987 -1.6802 -3.4001 -8.0792 0.3793 2.2309 0.8644 2.6246 4.6483 1.0219 1.7686 -1.9901 0.0313 3.3592 2.8651 2.9607 7.2373 6.0906 3.1567 3.9857 -2.5832 2.2731 1.5682 1.545 1.5324 1.7003 2.4029 5.6245 0.2241 -3.8284 0.3669 -1.7575 -1.9847 -4.4822 -0.2518 -0.2925 -3.3774 -0.2811 -1.8691 -1.2911 -4.2997 -3.7444 -3.0675 -4.1105 -4.0418 -2.1723 -2.7626 -1.0033 -0.2664 -0.0241 -2.0528 -2.291 0.561 -2.1974 -1.0182 0.7231 -0.0913 -0.036 -0.9077 -5.9222 0.8789 -0.784 -3.9367 -0.1912 0.7878 -1.8516 -3.5108 2.8857 4.2147 -1.1149 1.596 7.4975 2.3558 1.3938 4.7748 0.049 2.4884 2.4481 0.7161 3.4694 6.2599 4.5389 0.7681 2.8304 4.4331 -2.0198 1.3191 -0.8096 -2.4677 0.8327 1.5837 -4.0254 -2.6395 -1.2951 -0.9906 -2.0316 -1.907 -0.463 -1.3959 -2.9278 -1.6682 -1.4343 -3.9217 -0.8948 -0.7689 -2.1968 -2.3594 -3.4946 -5.3218 -0.5502 -0.3226 -4.1628 1.3964 -2.2459 -4.3856 1.7472 -1.6454 -3.4413 -2.3026 -5.5006 -1.5384 -2.5351 -2.4127 -2.0036 -0.5683 -0.2552 -4.479 -3.7739 -4.8483 -2.9023 -2.3 -0.6591 -2.9281 -3.2347 -0.7159 -5.2066 -5.9746 -5.3787 -2.1517
MAPK10 -1.2197 -1.1885 -0.5614 -2.7016 -7.3722 -3.6973 -2.2511 -7.4913 0.3955 -1.1607 -0.5001 2.4105 0.4862 -4.9729 -4.1595 1.7829 -0.999 0.1064 0.185 -0.3187 2.8074 -0.8766 -1.2671 -0.7843 -0.3913 -1.331 1.0435 1.8178 -1.1408 4.1027 0.0918 1.1963 2.7198 -1.1518 -4.7058 -1.5486 3.1169 3.5567 4.5656 3.4963 3.7292 5.4704 -1.8262 -1.9209 4.9897 0.4156 2.9493 1.4361 0.9776 -0.8849 0.3875 -0.9784 -1.176 1.0759 0.6171 0.2127 3.0446 -1.1427 -0.1335 2.5657 1.2513 0.3731 0.0593 2.8341 -0.1594 0.4969 -0.0563 0.5587 1.3318 2.044 0.192 -3.8863 0.792 0.3798 -1.5578 -0.4048 1.0898 0.5582 0.6957 1.805 -3.3868 1.1956 3.2023 2.1835 1.1361 1.7892 1.6589 1.514 -2.4249 2.4417 -0.0141 -1.5988 -2.3544 1.7091 0.6869 -0.5273 0.6914 -4.909 0.2633 0.3192 -0.5949 0.5581 1.5844 2.2933 1.3365 1.1446 -3.3867 1.0628 -0.9565 -1.7104 -3.3302 -0.7962 -0.2025 -4.0548 1.421 -1.1413 -0.6027 -3.6533 -5.6412 -4.7148 -2.742 -4.4336 -3.8509 1.0475 -2.1918 -0.401 -0.961 -2.473 -0.8036 -0.0595 -4.3673 -2.6851 0.637 -0.0747 0.8778 -0.982 -5.6826 -2.6889 -0.5494 -1.2216 -1.634 -1.9755 -1.6741 -6.1978 0.4658 -0.9805 -0.9382 -2.2147 2.9869 -0.4941 -2.7994 -1.3967 -2.8736 3.5418 2.1618 -1.2599 1.2495 1.3015 -1.0429 -3.0379 -0.526 -2.9047 0.4625 2.7389 0.5888 1.3873 1.5362 4.4047 2.2362 2.602 1.879 -1.716 2.1341 0.8557 -2.9506 4.0678 0.3672 0.4419 4.426 1.5441 -0.9105 0.3377 0.6475 -1.5749 0.9847 0.6641 0.7067 3.2263 0.7132 -2.0131 -2.0461 -0.376 -2.5571 -1.3198 -4.7221 -0.2446 -0.6234 0.8471 -0.3521 -0.795 -3.7384 -1.3479 -2.4294 -5.7619 -1.3135 -4.1573 2.4489 -1.5814 0.5285 -0.1958 -2.4515 0.7272 -1.8604 -2.1571 -1.7633 0.0796
MAPK14 2.0226 8.8048 7.6654 1.0249 2.96 6.6441 -1.3289 0.6782 7.0155 -3.9501 0.6822 6.42 -2.4703 0.8922 3.9526 -1.6978 -1.728 3.18 0.5634 0.452 3.5074 1.2734 2.5816 2.4404 -0.8287 -2.1784 0.7485 -2.887 -4.2237 -1.9675 -3.8655 -0.8153 3.2202 -4.8717 -3.8351 2.6557 -1.0046 -1.606 -4.7539 -2.1185 -6.2466 -2.4622 -4.8523 -6.3426 -2.7019 -0.5289 1.1668 -2.0498 -1.1623 -1.2729 -1.6784 -2.173 -1.5326 -3.0954 1.5891 2.6141 3.6415 2.8313 1.0884 3.7221 6.3739 1.8528 -0.0034 0.905 0.6403 -2.4522 3.5535 5.1876 1.0137 1.4552 -0.6103 -7.5155 -0.6981 -1.9949 -2.5368 0.7991 -1.1879 -1.7331 1.187 -0.6743 -3.8876 2.932 4.8765 5.4133 6.4853 7.3815 5.562 4.3754 2.2383 7.1249 3.2776 3.626 6.4786 5.5668 7.8987 4.785 6.0615 1.2667 7.9969 1.9277 1.9609 2.6933 2.3958 3.2776 2.7732 2.2685 1.3708 3.7054 -3.1622 -2.0503 -2.0538 -1.1307 -2.3424 -5.1944 -2.6201 -7.1806 -2.8126 -5.3829 -8.865 -6.154 -6.863 -11.1715 -8.2863 -4.6121 -7.2854 -3.06 -0.2258 -1.0399 -0.2262 -1.9387 -3.7185 -1.2586 -1.555 -2.2583 -0.3285 -0.9269 -8.3608 -0.511 -2.1281 -3.7618 -0.9506 -2.4397 -5.1702 -6.9455 5.9214 6.8543 -2.7812 -1.8304 3.4436 -1.3794 -2.4839 1.2975 -5.4597 3.9083 1.6047 -1.2459 1.4304 2.2119 0.316 -3.2161 0.2109 -1.466 -1.7867 2.6035 -2.0516 -2.9924 -2.774 -0.499 -6.4238 -7.153 -4.573 -1.1509 -1.4354 -0.9334 0.1554 1.5758 0.6096 0.334 2.0002 -1.8748 -1.3657 -0.0571 0.3619 -2.2101 0.5181 1.9665 -1.2536 0.1039 -0.7768 0.8832 -2.3979 -7.6893 1.3615 -0.1605 -3.6059 -0.9041 -3.8611 -0.9347 -5.4906 -3.6367 -2.2373 -2.2244 2.0373 -3.1616 -6.1122 -5.9158 -3.4489 -2.8345 0.3803 -0.0196 -1.722 2.47 0.8524 -1.8587 -2.1599 -1.4904
MAPK8 -0.2939 0.4306 -1.6331 -0.384 -3.4795 -2.1483 -1.5251 -5.1836 -1.165 -0.0413 1.4509 1.4155 -0.1334 -2.1281 -3.233 1.7088 0.4299 1.023 0.467 0.5039 2.2766 -0.8443 0.4391 -0.6223 0.3298 -0.3935 0.5749 -0.112 -1.0585 1.2171 -1.9294 0.7937 1.6988 -2.4821 -2.8783 -0.9761 1.9511 2.691 3.7119 1.7217 2.6618 4.6563 -2.2875 -1.4097 2.217 0.0622 1.7334 -0.0399 -1.0719 -0.4027 -1.6266 -2.2377 -0.4886 0.2548 -0.3152 -1.0861 1.5974 -0.4427 -3.3059 -0.6596 1.6405 -1.1236 0.659 0.9589 -1.7353 -1.6139 -0.2899 -1.3926 -1.1604 2.007 0.3093 -4.6894 -0.3521 -1.5224 -1.9349 -1.8414 -1.8295 -0.4546 0.3259 -1.0105 -3.7958 0.4087 2.2486 2.265 0.2251 0.0773 2.7708 1.4349 -0.6122 2.8763 -0.5999 -0.9549 -0.4955 0.3997 0.1304 0.982 1.2883 -5.3954 -1.6577 0.1787 0.0618 1.6012 0.7826 2.3186 3.611 0.8071 -1.4034 1.7872 0.39 1.4764 0.0504 -0.5991 -0.5339 -0.8793 1.3369 -0.9316 -1.0157 -3.002 -2.9369 -3.0359 -1.8387 -1.6783 -2.0118 0.0179 -0.1729 -0.1211 0.1576 0.0014 0.8773 0.8484 -1.1443 0.2871 0.1345 1.2009 1.241 -2.353 -6.8609 -1.8788 -0.3289 -1.4605 -3.2021 -2.7589 -1.8246 -5.2366 -0.1187 -2.4058 -0.2798 1.0099 2.4429 -2.7928 -2.5113 0.5744 -4.3154 2.3564 0.7964 -1.037 1.9596 0.623 -0.9094 -2.1469 -0.0985 -1.3994 1.6454 3.8576 1.0434 2.8846 3.6364 3.4135 1.5856 2.5192 2.1195 0.2028 2.6199 0.4376 -0.1982 2.8189 0.6126 2.4662 4.5773 2.6459 0.2811 1.0815 0.6481 -0.716 0.6476 -0.1775 0.3955 2.5142 0.4719 -0.0526 -0.0799 -0.0183 -1.584 -1.6271 -5.1389 -0.4638 -0.0163 0.4314 0.3072 1.4425 -3.2501 -2.1642 -2.2022 -4.9129 -2.4453 -1.1567 1.3629 -1.6051 -0.8997 -0.7558 -2.5083 -0.2773 -2.6628 -2.5629 -1.5192 -1.7043
MAPKAPK2 0.6031 3.1567 1.2821 0.4907 4.1707 1.226 -1.547 -0.0655 -2.322 3.1236 4.3408 3.3544 3.1228 0.2618 0.9832 3.1386 2.0394 3.399 -1.9932 1.7446 0.7793 0.0314 0.1445 -0.2985 2.1949 0.4695 3.6049 -5.6833 -3.4447 -0.0359 -2.6837 -1.549 -1.5394 -1.6968 -1.9751 -3.7307 -2.7428 -3.3895 -3.4041 -1.8081 -0.9597 -0.2829 -3.6856 -0.8311 -2.4848 -0.7379 -2.7372 -2.6342 0.4407 -0.1629 -2.099 -2.9077 0.6238 -5.7898 -1.0491 -0.7787 -0.8193 0.29 2.26 -1.661 -0.2377 0.5974 -0.1384 1.8039 -2.3072 1.9029 3.0495 0.6017 -0.1946 3.9214 -1.3964 -0.1257 -0.1716 -1.4243 -1.0707 2.7837 0.8952 1.2591 -0.5715 -1.1162 -3.8644 -0.9128 -0.6145 -1.0065 -1.7191 1.1432 0.6126 -1.4568 0.193 -0.1736 -0.7355 -0.54 0.0203 1.6233 0.9606 -0.5759 -1.0805 1.0109 2.2812 -0.8549 0.8877 0.7389 -0.4265 -1.7277 -2.6177 0.5852 -0.7336 1.5166 -4.26 -2.6066 -3.6651 -0.5329 -5.5065 -1.9473 -3.0254 -3.9127 0.1179 -2.843 -3.8476 -1.6379 0.6408 -4.1178 -1.9541 -2.5954 -1.9888 1.1199 -4.8817 -2.6573 -1.5793 -5.036 -5.5827 -2.583 -1.9289 -2.2867 -1.9502 2.2937 -0.8367 4.3381 -2.0597 2.4056 0.5257 0.3139 2.1213 1.4666 -0.0856 1.5836 1.2657 -1.8006 2.2079 -2.3586 -2.867 1.4711 -0.9713 5.0301 -0.0822 0.6514 -0.5382 2.5214 -1.9956 0.0186 4.7747 0.9446 0.8006 -2.1295 -3.1572 1.169 1.775 5.3662 0.2754 -1.0348 -1.193 -1.3251 0.5422 -3.2881 1.4085 3.0986 0.3996 -2.1405 -1.3155 2.3039 -0.4366 -1.7556 -0.4407 3.2155 -0.8302 -1.2194 0.7301 0.8767 0.6226 -2.337 0.4056 -2.9297 -1.4778 0.9103 -2.2181 1.7737 1.2887 -0.2771 -0.7629 0.0777 -1.5636 0.6616 -3.0199 0.3329 -4.7361 0.0358 0.164 -3.371 0.8701 -1.0854 -0.5352 -2.6686 -1.6548 -4.2944 -1.6211 -2.9507
MELK 2.9416 4.1467 2.0674 1.2857 2.1248 2.236 -0.0225 2.1918 0.3225 0.2459 1.3885 1.3484 0.0217 0.7925 1.862 0.066 0.4902 1.9295 1.3531 1.8106 1.7788 -0.3249 -1.5509 1.3906 0.99 0.1305 0.8008 -1.1806 2.4273 -1.4766 -0.6271 0.8572 0.4001 -3.0571 0.8314 -0.484 -1.8429 -1.1575 -2.7992 -1.5966 -0.4282 -3.0581 -2.111 1.5712 -5.0249 0.2141 -0.0093 -1.2056 -2.6339 -2.647 -3.6799 0.1671 3.3702 -2.2007 0.5575 -0.8624 0.3047 0.7184 0.4081 -0.3801 2.4019 -2.5703 -0.3459 0.1391 -3.4701 -1.8136 2.1467 -2.8317 -0.9108 0.3386 -2.4698 -2.5892 0.8198 0.2026 -0.6333 -0.2178 -0.6646 -0.5206 -0.3953 -2.7175 -2.0937 1.4143 0.5371 3.0999 1.4107 -1.7749 -1.7206 -1.2969 0.3934 0.8998 0.8035 2.0447 2.0898 0.728 0.9387 -0.7972 -1.3027 -0.5723 2.6097 0.0476 -0.657 0.1088 -0.2897 -0.2463 -0.9217 -1.6714 -1.5385 -0.1757 -0.96 -2.9804 -3.0169 -0.3062 -3.3731 -0.9157 -0.5908 2.917 3.8799 -2.6307 -1.8353 -0.8915 -2.3658 -1.8414 2.1588 0.5323 2.0881 1.946 -0.6033 -1.1723 -2.1029 -1.635 -2.8917 -0.7625 0.4703 2.3288 2.4467 -1.2548 1.9836 2.2307 -0.2351 4.8201 2.8261 -0.26 2.2884 0.9224 3.7397 2.3477 1.6934 -0.1095 2.5378 -0.4388 0.1503 1.4943 -0.2213 2.4628 0.5662 1.5749 0.1732 1.9621 0.7922 -1.0874 -1.8519 0.0321 -0.2231 -1.8336 -4.5725 0.249 0.5357 1.1434 -1.3542 -1.215 0.7741 -1.3778 -0.9598 -0.9523 0.4744 -0.6863 -0.7844 2.2749 2.7841 1.1549 -1.4671 -1.5844 1.2479 -0.1947 -1.7327 1.0031 -0.1179 -0.8036 1.2425 -2.0547 -1.529 -5.5806 -1.0228 0.8706 1.5541 -3.4773 -1.177 -2.1807 -4.8129 -3.689 -2.7595 -1.9365 -0.2001 1.5189 -5.1949 -1.2286 -4.7112 -1.0759 -0.0543 -0.7813 -1.616 -3.0602 -0.695 -2.3058 -0.7086 -0.4283
MERTK 2.9353 5.0772 2.0828 2.8996 -0.633 -0.1467 1.974 2.5473 1.4188 0.6321 0.2612 1.2081 2.6417 2.4206 3.7413 2.9968 0.3532 2.0408 1.8903 0.6087 0.1833 2.3963 2.4582 3.9368 3.738 2.508 0.1002 0.8766 0.7969 -0.5106 0.8902 4.0104 3.7712 1.8371 -0.4992 0.1138 0.3451 -1.7276 -1.7952 1.9281 0.5264 -0.1547 0.0595 0.6765 -1.5986 1.1139 0.356 -2.3792 1.7482 2.1664 0.5176 2.2896 2.6038 -0.5522 0.4268 -1.1789 -0.6043 1.0295 0.0156 -2.599 2.5098 0.0049 -2.6577 0.3591 -1.8348 -1.6465 1.9114 -0.0207 0.6517 -0.6349 -1.8876 1.3925 1.0757 1.0688 -0.7706 0.8051 -1.4812 0.0205 0.9083 -1.8333 -1.8737 -1.281 -3.2055 -3.5736 -1.6701 -3.5135 -4.2637 -0.4909 -5.3313 -3.4898 -1.7001 -2.3529 -0.7954 -0.8377 -1.402 -0.246 -3.3627 -6.8015 -1.5301 -2.1852 -5.4386 -2.7109 -2.4862 -5.3751 -1.2087 -2.9217 -5.9653 -4.2209 -1.476 -4.3486 -8.1093 2.8656 -3.1516 -3.4499 3.1233 1.2976 0.3238 -2.0714 -2.501 -1.3558 -0.8005 -2.8211 0.588 -0.2053 -0.8045 1.9064 -1.7869 -5.4489 -5.8811 -0.5857 -8.2595 -3.4512 0.6932 -4.1284 -0.5531 -0.4406 2.4911 4.3057 1.92 6.5835 4.4233 0.8715 3.7335 3.4388 -0.1359 0.0651 1.5744 0.6893 4.712 -1.0731 0.8486 5.3338 0.2295 0.5843 1.1944 5.1175 2.7533 4.8932 2.6026 0.7901 -1.333 0.0588 -0.298 -1.1873 -0.4509 0.0786 -0.5053 -2.3816 1.1001 -0.0998 -0.0672 1.8917 0.9268 -2.0916 0.9711 -1.3204 -1.1985 1.5149 1.0169 0.5287 -1.3324 -2.5694 -2.3441 -2.1841 -4.6615 -2.6892 -1.0031 -2.201 -1.8053 1.9781 2.163 -4.2015 -0.6414 -1.2212 -0.4456 -3.5017 -6.2413 0.3139 -1.7576 -1.7391 0.912 1.1786 -0.4522 2.1054 -2.5957 -3.0736 -1.9551 1.6714 1.0999 -0.7807 1.8046 -0.4315 1.2587 -0.7212 -1.5115 3.822
MET 2.39 4.3596 0.9924 2.5086 4.375 -0.0309 2.0314 1.9553 1.087 1.4168 2.1802 0.198 1.6275 3.7325 2.428 2.2399 1.16 0.2137 2.0605 2.507 -1.0782 1.9473 3.274 -0.7265 2.9278 1.8437 -3.1169 2.3728 0.8897 -0.7699 2.3225 1.504 3.1659 1.3693 0.8941 1.8091 0.5914 -2.5145 -0.7706 1.0074 -1.4322 -3.3304 1.1687 0.5995 -1.2633 1.4679 -0.6077 0.2542 1.3769 0.6924 0.2924 2.1572 1.0132 1.2249 -1.036 -0.3327 -2.8675 -0.1734 0.7826 -3.0222 1.1224 0.163 -3.3642 -0.7787 -0.831 -3.2424 -0.7092 -1.5532 -2.6668 -0.1641 1.2713 0.4384 1.2071 0.1732 -0.6055 -0.225 -1.3296 -2.2539 0.1599 0.4206 -2.2771 -1.1975 -2.0875 -2.8071 -1.9916 -0.3299 -2.7129 -2.1517 -2.7007 -2.9213 -1.4861 0.889 -0.5278 -1.644 0.8278 1.97 -3.9702 -2.1269 -0.8214 -2.8647 -1.5225 -2.3199 -2.4598 -1.1308 -2.0137 -2.6244 -2.2688 -3.0798 0.546 -1.1128 -2.7388 1.7207 -0.744 0.7103 2.0912 1.9218 1.6189 -0.3453 0.6374 1.3924 0.9324 0.4999 2.6893 0.8087 2.016 2.223 -1.236 -2.6347 -1.986 -0.2668 -2.453 -2.2106 -0.1334 0.2857 -1.0671 -0.3229 3.6667 3.1159 3.1773 4.0873 6.1041 1.6268 2.5378 3.5502 -0.291 3.2273 0.4103 2.7967 3.6663 1.1738 1.8462 2.0584 0.2957 0.5461 2.5801 3.2699 1.653 1.9655 1.998 -0.3496 -1.299 -0.8837 -0.2923 -1.8726 -0.0082 -1.6986 -2.894 -4.8786 0.6243 -2.0668 -0.5649 2.2674 -2.0701 1.5665 0.0043 -1.7232 0.2104 1.707 0.029 1.74 -1.2042 -1.4496 -0.7076 -2.2336 -2.1682 -1.7501 -0.516 -0.5327 -1.5949 2.0397 0.5031 -2.1271 1.2287 -1.1085 0.6597 -1.7052 -2.7575 1.0654 -1.12 -0.7006 2.4298 1.4651 1.0241 0.0661 0.0965 0.1855 -0.9603 2.0088 0.8171 -0.249 0.9429 -0.6868 1.4793 0.4302 1.3832 3.0551
NEK2 4.2151 7.6015 2.8653 0.901 9.1378 2.5956 -2.8337 4.9989 -1.1718 -0.6644 8.2708 3.062 -0.4967 5.8624 1.3931 0.3717 1.8809 3.527 0.0505 3.8928 2.8208 -0.854 0.9366 -0.7249 0.2412 -0.6621 0.665 -5.7862 2.7511 -0.4866 0.0156 0.5034 4.5432 -2.9035 -2.1469 0.1557 -1.0733 -2.3311 -3.3672 -0.9827 -2.7437 0.1396 -3.3699 3.0907 -10.3796 2.3756 1.0988 -2.3014 -0.4728 -0.097 0.1759 -0.1218 2.275 -8.5078 1.9454 -1.26 4.0284 3.6155 3.2316 3.1084 7.7487 0.199 1.0264 4.3561 -2.2876 1.7908 7.8999 2.8033 0.9697 4.0897 -2.2386 -2.9404 0.015 -1.2036 0.0899 2.084 0.7841 0.9487 0.6417 -2.1774 -4.2179 2.2347 3.8239 6.8234 2.3924 1.855 1.4945 -2.9702 5.8246 2.9694 -1.1283 2.9512 2.6013 0.6467 0.3875 -7.9089 -2.0848 1.0959 3.7274 0.9445 2.315 1.6271 0.5166 3.4117 -2.763 -0.618 2.2593 2.8781 -5.0264 -6.4419 -4.8293 -2.0206 -11.6208 -6.2672 -5.1073 -7.0985 1.8932 -11.9402 -10.7945 -10.3422 -14.5692 -13.656 -10.3429 -7.4357 -4.9578 -0.83 -4.7622 -4.8062 -3.8658 -9.2331 -7.4184 -5.4584 -2.8842 -0.8799 1.0922 -4.4858 -3.2093 0.576 -6.889 -3.2818 -0.1038 -2.1845 -1.5522 -1.9209 3.9299 -1.3294 -1.7766 -2.2489 5.3143 -0.8583 -5.0935 2.3037 -7.8814 5.2746 0.3765 -0.2873 0.1829 3.5044 -0.069 -1.626 -0.0748 -4.8413 0.3211 0.3412 -6.9499 -3.0405 1.6135 4.158 -3.5292 -2.7918 -0.0267 -2.032 -0.5619 -2.0994 1.5418 1.6201 2.0166 -0.2616 0.6626 2.7745 -1.2383 -0.5283 1.0598 0.6506 0.4751 0.0615 0.2282 0.2191 1.2998 -5.9603 -2.7403 -10.7047 -1.4807 3.2202 2.1455 -2.465 1.5132 -4.6794 -7.6965 -1.3671 -7.6459 -2.2727 0.1579 1.8498 -7.2609 -0.3297 -8.9538 -3.5379 1.7326 -0.5195 0.1341 1.3895 -0.3244 -1.1367 0.5167 -3.6383
